case_id,merchant_id,customer_id,domain,amount,decline_reason,attempts_used,account_age_days,previous_failures,previous_recoveries,prior_recovery_rate,day_of_week,hour,issuer,bin_bucket,fatigue_score,treatment,recovered,time_to_recovery_hours
case_04f540aa2ad4,merch_trend_hub,cust_231459,ecommerce,2025.23,authentication_failed,2,926,4,4,0.5,5,3,AXIS,classic,0.6775,whatsapp_nudge,0,
case_03a5e64f5147,merch_blitz_retail,cust_925867,ecommerce,3833.16,authentication_failed,1,39,2,2,0.5,3,21,OTHER,rupay,0.2021,no_action,0,
case_00ad4dfd826c,merch_urban_mart,cust_264711,ecommerce,6147.34,upi_pin_timeout,1,888,3,1,0.25,3,8,HDFC,signature,0.4689,voice_call,0,
case_045c2a73870b,merch_style_kart,cust_868627,ecommerce,3030.67,upi_pin_timeout,3,68,0,1,1.0,5,3,KOTAK,signature,0.544,retry_only,0,
case_03a4a44c52ca,merch_acad_plus,cust_597339,education,5377.22,technical_gateway_error,1,19,4,0,0.0,0,12,CITI,platinum,0.5756,whatsapp_nudge,0,
case_0214b94f7fb8,merch_voyage_air,cust_770486,travel,23191.75,technical_gateway_error,1,529,3,0,0.0,5,9,ICICI,classic,0.384,voice_call,1,0.16
case_012cba4cb3b5,merch_feast_now,cust_229328,food_delivery,543.49,technical_gateway_error,1,3,3,0,0.0,2,3,ICICI,classic,0.4437,email,0,
case_04055bd34b45,merch_stream_pass,cust_856938,subscription,684.88,insufficient_funds,1,255,1,0,0.0,2,7,ICICI,corporate,0.2492,email,0,
case_03dc9a71157f,merch_voyage_air,cust_311739,travel,6878.89,insufficient_funds,1,79,3,3,0.5,4,16,ICICI,classic,0.3194,retry_only,0,
case_04b71a6780d3,merch_quick_bite,cust_407044,food_delivery,323.89,authentication_failed,3,413,0,0,0.0,2,23,ICICI,classic,0.4417,email,0,
case_03412d477ffc,merch_acad_plus,cust_964305,education,2870.13,insufficient_funds,1,8,2,1,0.3333,2,8,OTHER,upi_standard,0.2222,voice_call,0,
case_01c553478e2c,merch_nexus_quest,cust_676284,gaming,521.08,insufficient_funds,2,7,1,1,0.5,2,23,KOTAK,rupay,0.2713,retry_only,0,
case_05a3508a3f0b,merch_voyage_air,cust_130745,travel,12813.14,card_limit_exceeded,1,247,0,1,1.0,6,7,OTHER,upi_standard,0.0,retry_only,0,
case_0523156e7d6e,merch_flow_ops,cust_367916,b2b_saas,9852.06,upi_pin_timeout,2,212,3,1,0.25,1,8,SBI,classic,0.4815,voice_call,0,
case_0589e0cc942a,merch_voyage_air,cust_277434,travel,41145.54,insufficient_funds,2,407,0,0,0.0,2,22,CITI,classic,0.3733,no_action,0,
case_02d25aae15f8,merch_voyage_air,cust_346462,travel,4807.01,upi_pin_timeout,1,99,3,1,0.25,2,8,ICICI,corporate,0.4909,email,0,
case_01d0a59f943a,merch_stay_luxe,cust_305334,travel,5809.81,technical_gateway_error,1,17,1,1,0.5,6,21,SBI,upi_standard,0.2393,email,0,
case_025e35e119d8,merch_feast_now,cust_787365,food_delivery,533.55,technical_gateway_error,3,706,1,2,0.6667,5,3,HDFC,classic,0.5411,no_action,1,49.55
case_05781f882dba,merch_acad_plus,cust_996474,education,1931.27,authentication_failed,1,104,0,0,0.0,2,21,HDFC,platinum,0.207,email,1,2.09
case_05b3bb17293e,merch_style_kart,cust_381433,ecommerce,1777.19,authentication_failed,1,39,2,1,0.3333,5,20,HDFC,classic,0.2783,email,0,
case_04c32c0b47af,merch_skill_core,cust_567796,education,2430.87,technical_gateway_error,1,47,4,4,0.5,5,0,SBI,classic,0.4017,retry_only,0,
case_028857143aaf,merch_flow_ops,cust_963063,b2b_saas,3958.66,authentication_failed,3,34,0,0,0.0,2,18,ICICI,classic,0.5597,no_action,0,
case_02cd65632512,merch_acad_plus,cust_277935,education,6998.81,upi_pin_timeout,2,335,0,1,1.0,1,4,SBI,platinum,0.2666,email,0,
case_028fca7e18d3,merch_nexus_quest,cust_728533,gaming,404.0,insufficient_funds,1,189,1,0,0.0,2,22,HDFC,signature,0.1852,no_action,0,
case_04db7ade2299,merch_game_loot,cust_897650,gaming,308.18,upi_pin_timeout,2,19,1,0,0.0,5,2,HDFC,classic,0.3868,no_action,0,
case_0261461a7c43,merch_feast_now,cust_948737,food_delivery,497.96,authentication_failed,2,22,0,0,0.0,6,19,SBI,classic,0.2469,whatsapp_nudge,0,
case_0132ca2028a0,merch_data_weave,cust_612418,b2b_saas,4224.71,authentication_failed,1,51,1,1,0.5,5,22,HDFC,corporate,0.1561,voice_call,0,
case_04323c8a0113,merch_skytrip,cust_978445,travel,1723.18,upi_pin_timeout,1,160,1,2,0.6667,2,15,ICICI,platinum,0.1626,whatsapp_nudge,0,
case_0203bccb6628,merch_quick_bite,cust_831071,food_delivery,297.02,technical_gateway_error,2,23,2,2,0.5,2,13,AXIS,classic,0.4931,no_action,1,54.91
case_03e8aae532ed,merch_blitz_retail,cust_538976,ecommerce,3800.08,insufficient_funds,1,503,0,0,0.0,4,3,HDFC,classic,0.2283,email,0,
case_052177fba0f3,merch_blitz_retail,cust_381262,ecommerce,8046.88,upi_pin_timeout,1,1059,2,1,0.3333,5,2,ICICI,signature,0.3486,voice_call,0,
case_05922666aabd,merch_data_weave,cust_223946,b2b_saas,5444.59,card_limit_exceeded,1,57,0,0,0.0,5,4,HDFC,platinum,0.1378,email,1,14.99
case_01c31728aa34,merch_acad_plus,cust_203640,education,15480.35,authentication_failed,1,52,1,1,0.5,0,13,AXIS,platinum,0.0,whatsapp_nudge,1,0.13
case_03c5f1535b5e,merch_fit_box,cust_710511,subscription,1391.72,upi_pin_timeout,2,253,1,0,0.0,5,9,ICICI,upi_standard,0.3128,no_action,0,
case_02a6dc3d5b7e,merch_feast_now,cust_473166,food_delivery,323.86,insufficient_funds,2,101,1,1,0.5,4,5,HDFC,upi_standard,0.6065,email,0,
case_056afe657a6c,merch_trend_hub,cust_647262,ecommerce,1111.91,upi_pin_timeout,1,297,2,2,0.5,0,9,HDFC,classic,0.07,whatsapp_nudge,0,
case_024dd7b0060b,merch_cloud_scale,cust_178643,b2b_saas,6646.28,user_cancelled_checkout,1,99,1,0,0.0,5,9,SBI,classic,0.1832,incentive_link,1,0.62
case_0403581b98e1,merch_trend_hub,cust_585601,ecommerce,361.14,card_limit_exceeded,4,31,2,3,0.6,3,4,OTHER,rupay,0.8488,no_action,0,
case_050a0d3147d1,merch_cloud_scale,cust_420461,b2b_saas,14120.12,insufficient_funds,2,575,0,1,1.0,4,1,ICICI,rupay,0.2276,voice_call,0,
case_00bd30af6333,merch_trend_hub,cust_969014,ecommerce,988.08,upi_pin_timeout,1,230,6,2,0.25,1,12,HDFC,platinum,0.7848,whatsapp_nudge,1,0.79
case_02df1f36988c,merch_play_arena,cust_765086,gaming,137.44,bank_downtime,2,15,2,3,0.6,3,12,HDFC,signature,0.519,incentive_link,0,
case_03c6e5395895,merch_dev_stack,cust_843638,b2b_saas,13611.09,card_limit_exceeded,2,624,2,1,0.3333,1,2,ICICI,signature,0.5942,voice_call,0,
case_0210691d15e7,merch_trend_hub,cust_829455,ecommerce,1244.85,technical_gateway_error,1,269,1,2,0.6667,5,15,KOTAK,signature,0.1564,no_action,1,19.43
case_00c2ef8cb8d5,merch_stay_luxe,cust_717572,travel,4525.89,insufficient_funds,1,617,1,1,0.5,0,0,ICICI,platinum,0.1363,incentive_link,1,1.28
case_01d6570b38c6,merch_trend_hub,cust_730372,ecommerce,2192.1,technical_gateway_error,1,256,3,0,0.0,5,5,AXIS,corporate,0.4467,retry_only,1,0.05
case_011986dd5393,merch_nexus_quest,cust_474028,gaming,3737.15,insufficient_funds,1,54,1,1,0.5,1,1,ICICI,signature,0.1845,whatsapp_nudge,0,
case_017738292f2f,merch_skytrip,cust_106335,travel,7867.1,technical_gateway_error,2,91,1,0,0.0,1,7,SBI,classic,0.3781,retry_only,0,
case_01cae1a31990,merch_stream_pass,cust_757738,subscription,1233.25,bank_downtime,3,2,0,1,1.0,2,18,ICICI,signature,0.3476,no_action,0,
case_03267d6d22f3,merch_urban_mart,cust_808154,ecommerce,959.83,card_limit_exceeded,2,194,1,0,0.0,2,21,HDFC,classic,0.5795,retry_only,0,
case_010fbb2ea3ee,merch_nexus_quest,cust_969062,gaming,504.45,insufficient_funds,1,779,0,0,0.0,2,14,ICICI,classic,0.2056,voice_call,0,
case_033f59b31412,merch_news_wire,cust_932195,subscription,2494.41,card_limit_exceeded,1,20,0,0,0.0,2,7,ICICI,upi_standard,0.06,email,0,
case_018833235efb,merch_urban_mart,cust_676364,ecommerce,6179.42,technical_gateway_error,1,518,2,1,0.3333,4,1,CITI,platinum,0.3342,retry_only,0,
case_055612027d0f,merch_skytrip,cust_955658,travel,3061.24,technical_gateway_error,1,462,2,2,0.5,3,17,AXIS,upi_standard,0.2317,whatsapp_nudge,0,
case_04211294b98a,merch_dev_stack,cust_432679,b2b_saas,9503.79,insufficient_funds,1,143,5,3,0.375,6,14,ICICI,platinum,0.5564,email,1,13.99
case_00c5f6ef5b76,merch_data_weave,cust_348351,b2b_saas,7190.22,insufficient_funds,3,56,4,0,0.0,2,17,HDFC,platinum,1.0,email,1,19.84
case_015ef6313811,merch_style_kart,cust_102055,ecommerce,12242.86,insufficient_funds,1,330,2,0,0.0,4,13,SBI,classic,0.3873,no_action,0,
case_0383b94eb11a,merch_urban_mart,cust_654799,ecommerce,1573.61,insufficient_funds,1,314,3,1,0.25,6,11,AXIS,platinum,0.3744,whatsapp_nudge,0,
case_018bcce2b53f,merch_blitz_retail,cust_496212,ecommerce,9351.01,upi_pin_timeout,1,351,1,0,0.0,2,12,ICICI,platinum,0.1837,whatsapp_nudge,1,0.02
case_01f7315a6fd3,merch_data_weave,cust_499119,b2b_saas,23362.38,technical_gateway_error,4,28,0,1,1.0,1,5,HDFC,rupay,0.613,whatsapp_nudge,0,
case_0520a5e82ee6,merch_acad_plus,cust_314474,education,5557.11,card_limit_exceeded,1,565,1,0,0.0,0,9,OTHER,upi_standard,0.3366,whatsapp_nudge,0,
case_04fb8c23a28e,merch_blitz_retail,cust_732994,ecommerce,640.57,bank_downtime,1,180,2,2,0.5,5,13,AXIS,platinum,0.3091,whatsapp_nudge,1,2.04
case_05ed921b8670,merch_voyage_air,cust_774210,travel,3251.42,technical_gateway_error,1,168,1,0,0.0,2,5,KOTAK,upi_standard,0.3025,retry_only,1,0.06
case_00c35fb6262f,merch_cloud_scale,cust_620866,b2b_saas,9791.09,bank_downtime,2,757,1,0,0.0,2,17,SBI,corporate,0.5305,no_action,0,
case_00c8daed0287,merch_cloud_scale,cust_252005,b2b_saas,15839.59,insufficient_funds,1,365,2,1,0.3333,0,13,CITI,classic,0.3133,voice_call,0,
case_00cb33083881,merch_urban_mart,cust_119671,ecommerce,2971.19,insufficient_funds,1,74,3,0,0.0,5,16,SBI,platinum,0.4586,whatsapp_nudge,0,
case_0367f00d6637,merch_stream_pass,cust_963665,subscription,686.76,user_cancelled_checkout,2,696,0,1,1.0,2,11,HDFC,classic,0.2671,email,1,7.24
case_0536e6fa67f9,merch_acad_plus,cust_677287,education,2492.3,upi_pin_timeout,3,74,3,2,0.4,3,6,SBI,classic,0.7832,email,1,2.05
case_05ed13715941,merch_fit_box,cust_614064,subscription,1373.65,insufficient_funds,1,484,0,1,1.0,0,12,KOTAK,rupay,0.0,email,1,2.93
case_04898cb136fc,merch_flow_ops,cust_630118,b2b_saas,12567.37,technical_gateway_error,1,325,0,0,0.0,0,17,HDFC,upi_standard,0.2231,voice_call,1,0.15
case_01984c93a6d9,merch_trend_hub,cust_316725,ecommerce,1316.89,technical_gateway_error,1,395,0,0,0.0,0,5,AXIS,signature,0.0825,whatsapp_nudge,0,
case_01ba47f433c7,merch_skytrip,cust_213602,travel,8723.35,technical_gateway_error,3,40,3,1,0.25,2,15,ICICI,classic,0.8142,no_action,0,
case_01b6e98c7b63,merch_trend_hub,cust_657448,ecommerce,12710.61,insufficient_funds,1,303,0,1,1.0,1,1,SBI,rupay,0.081,retry_only,0,
case_036c67a7916a,merch_voyage_air,cust_878195,travel,1773.21,technical_gateway_error,1,132,3,0,0.0,3,15,CITI,corporate,0.4156,whatsapp_nudge,0,
case_047962fb1d63,merch_data_weave,cust_813908,b2b_saas,33191.69,insufficient_funds,3,468,1,2,0.6667,6,1,KOTAK,signature,0.455,email,0,
case_02554a8e9895,merch_skill_core,cust_940076,education,2558.82,upi_pin_timeout,1,317,1,0,0.0,4,19,SBI,classic,0.2449,whatsapp_nudge,1,2.15
case_02d40244552c,merch_play_arena,cust_831223,gaming,2049.86,authentication_failed,4,142,0,0,0.0,6,8,ICICI,upi_standard,0.7594,incentive_link,1,4.08
case_01cef5948be2,merch_nexus_quest,cust_187361,gaming,1615.66,technical_gateway_error,1,67,4,4,0.5,3,18,ICICI,classic,0.3794,incentive_link,0,
case_00ca7d61a892,merch_data_weave,cust_264725,b2b_saas,9710.76,authentication_failed,1,73,0,0,0.0,0,23,SBI,signature,0.2225,email,0,
case_05eec8691353,merch_blitz_retail,cust_882810,ecommerce,431.9,card_limit_exceeded,3,494,4,3,0.4286,2,17,HDFC,corporate,0.893,email,0,
case_0370ab2b9fac,merch_skill_core,cust_191215,education,7734.78,user_cancelled_checkout,2,282,1,1,0.5,0,17,ICICI,signature,0.3107,no_action,1,2.32
case_04915d8455cc,merch_feast_now,cust_397587,food_delivery,448.57,upi_pin_timeout,4,144,1,2,0.6667,1,19,AXIS,classic,0.815,whatsapp_nudge,1,0.47
case_01b0d9df58e3,merch_fit_box,cust_746246,subscription,1416.07,authentication_failed,1,5,1,1,0.5,3,18,HDFC,rupay,0.1246,voice_call,0,
case_05ee9a540575,merch_feast_now,cust_890275,food_delivery,383.77,card_limit_exceeded,1,15,1,0,0.0,4,13,AXIS,platinum,0.2219,incentive_link,1,2.72
case_0324f9348d00,merch_edupath,cust_494158,education,2520.29,authentication_failed,2,231,1,0,0.0,3,21,ICICI,signature,0.4791,email,1,19.37
case_02c0b9bc817c,merch_style_kart,cust_308811,ecommerce,4473.54,upi_pin_timeout,1,71,1,2,0.6667,6,20,SBI,signature,0.2237,whatsapp_nudge,0,
case_038b22236b18,merch_skill_core,cust_904598,education,2169.29,insufficient_funds,1,116,0,0,0.0,6,23,SBI,platinum,0.2362,incentive_link,0,
case_0428567b7107,merch_quick_bite,cust_430640,food_delivery,388.98,upi_pin_timeout,1,2,1,2,0.6667,2,22,HDFC,platinum,0.2241,retry_only,1,0.14
case_04aa9270b607,merch_trend_hub,cust_700404,ecommerce,1282.7,authentication_failed,1,60,6,1,0.1429,3,10,HDFC,corporate,0.6428,whatsapp_nudge,1,1.47
case_03f1a76b8327,merch_urban_mart,cust_441263,ecommerce,1334.1,authentication_failed,1,513,1,1,0.5,5,1,ICICI,upi_standard,0.1318,whatsapp_nudge,0,
case_035065242c2a,merch_game_loot,cust_237282,gaming,117.18,upi_pin_timeout,1,58,2,1,0.3333,3,1,OTHER,rupay,0.1716,no_action,0,
case_0219db82686c,merch_skytrip,cust_802943,travel,9103.73,insufficient_funds,2,13,3,2,0.4,0,7,HDFC,rupay,0.6787,retry_only,0,
case_00d4e93e59ea,merch_edupath,cust_335306,education,1294.78,card_limit_exceeded,1,130,2,0,0.0,4,21,AXIS,classic,0.2306,retry_only,0,
case_047661799371,merch_urban_mart,cust_970176,ecommerce,7628.27,bank_downtime,1,455,4,1,0.2,1,9,ICICI,signature,0.6607,whatsapp_nudge,1,0.22
case_02d3c662405f,merch_chef_cart,cust_370482,food_delivery,780.88,authentication_failed,1,303,1,0,0.0,2,7,AXIS,platinum,0.0794,retry_only,0,
case_04bbbe75896a,merch_urban_mart,cust_792255,ecommerce,1596.96,technical_gateway_error,2,45,2,1,0.3333,0,17,HDFC,classic,0.5401,voice_call,0,
case_0104d77e8070,merch_skytrip,cust_650595,travel,11768.37,technical_gateway_error,1,384,2,2,0.5,5,11,HDFC,platinum,0.2969,voice_call,0,
case_00d089998fe6,merch_voyage_air,cust_538751,travel,9470.76,bank_downtime,1,452,1,1,0.5,2,2,ICICI,corporate,0.3307,voice_call,0,
case_05e0d4850e7b,merch_trend_hub,cust_415134,ecommerce,1044.66,authentication_failed,1,69,3,2,0.4,4,5,ICICI,platinum,0.3371,no_action,0,
case_0538631c5ee5,merch_play_arena,cust_879845,gaming,354.78,technical_gateway_error,3,54,0,0,0.0,6,8,CITI,classic,0.7168,no_action,0,
case_059bfe8d849d,merch_trend_hub,cust_732258,ecommerce,9986.32,authentication_failed,1,297,1,1,0.5,5,5,KOTAK,classic,0.2875,no_action,0,
case_059f6ea310df,merch_skytrip,cust_653424,travel,31501.59,insufficient_funds,1,55,1,1,0.5,1,21,SBI,platinum,0.1164,voice_call,0,
case_02a1b3d6026a,merch_play_arena,cust_483032,gaming,257.01,technical_gateway_error,2,201,1,1,0.5,3,9,HDFC,upi_standard,0.3276,email,1,2.99
case_03ee51cc2aa6,merch_blitz_retail,cust_713069,ecommerce,1730.01,authentication_failed,2,50,2,2,0.5,1,15,ICICI,classic,0.5488,email,0,
case_04eb4c8f7ef2,merch_cloud_scale,cust_346690,b2b_saas,36361.25,technical_gateway_error,1,453,0,0,0.0,1,14,HDFC,platinum,0.2013,voice_call,1,1.56
case_05d14949407e,merch_urban_mart,cust_388662,ecommerce,12290.18,card_limit_exceeded,2,346,3,1,0.25,3,11,CITI,classic,0.5627,whatsapp_nudge,0,
case_02f96bdd6523,merch_trend_hub,cust_897720,ecommerce,1170.88,technical_gateway_error,1,75,3,1,0.25,6,21,ICICI,platinum,0.3586,whatsapp_nudge,1,1.37
case_02d88a41a42a,merch_news_wire,cust_726324,subscription,684.54,technical_gateway_error,1,156,0,1,1.0,0,9,OTHER,corporate,0.0,retry_only,1,0.19
case_00ade698532f,merch_dev_stack,cust_348833,b2b_saas,5824.14,user_cancelled_checkout,2,252,0,1,1.0,0,13,SBI,corporate,0.0,whatsapp_nudge,1,0.85
case_01e3933252ad,merch_style_kart,cust_499393,ecommerce,1242.26,upi_pin_timeout,1,470,0,1,1.0,1,22,SBI,classic,0.0,whatsapp_nudge,1,1.01
case_0304d9c8a163,merch_skill_core,cust_515536,education,2592.51,authentication_failed,1,755,0,1,1.0,1,0,ICICI,classic,0.0901,no_action,1,18.75
case_04bfcbfc6c67,merch_skill_core,cust_399068,education,2435.15,upi_pin_timeout,1,752,1,1,0.5,0,9,KOTAK,upi_standard,0.2131,no_action,0,
case_014e0f033869,merch_style_kart,cust_616993,ecommerce,3149.79,insufficient_funds,2,112,1,0,0.0,5,5,HDFC,corporate,0.538,no_action,0,
case_04cbdc263b6c,merch_voyage_air,cust_932519,travel,2438.94,authentication_failed,2,341,1,1,0.5,1,9,ICICI,classic,0.2975,whatsapp_nudge,0,
case_036a7c9858ac,merch_blitz_retail,cust_865685,ecommerce,9331.3,user_cancelled_checkout,1,67,1,1,0.5,2,7,KOTAK,corporate,0.1959,no_action,0,
case_0397961555a2,merch_acad_plus,cust_218121,education,4674.34,upi_pin_timeout,2,49,3,2,0.4,6,22,AXIS,platinum,0.6377,incentive_link,0,
case_033756d13d3b,merch_cloud_scale,cust_778089,b2b_saas,55158.74,technical_gateway_error,1,156,2,0,0.0,6,21,KOTAK,platinum,0.3579,voice_call,0,
case_034b63e0bdae,merch_chef_cart,cust_189246,food_delivery,224.61,card_limit_exceeded,2,1390,0,0,0.0,2,5,SBI,classic,0.3337,whatsapp_nudge,0,
case_03047f097c0d,merch_stay_luxe,cust_256573,travel,27829.57,insufficient_funds,1,50,1,1,0.5,6,13,KOTAK,platinum,0.1168,voice_call,1,0.48
case_048e0bd96d1b,merch_chef_cart,cust_243964,food_delivery,759.8,user_cancelled_checkout,1,91,0,0,0.0,1,5,HDFC,rupay,0.0847,voice_call,0,
case_030f37ee9cbd,merch_dev_stack,cust_717632,b2b_saas,25888.92,card_limit_exceeded,1,646,1,1,0.5,2,2,ICICI,classic,0.2405,voice_call,0,
case_02ef80e77e41,merch_trend_hub,cust_869393,ecommerce,4152.44,user_cancelled_checkout,1,270,2,0,0.0,5,6,HDFC,corporate,0.3276,whatsapp_nudge,1,0.36
case_02b9b8e22132,merch_chef_cart,cust_425944,food_delivery,421.71,upi_pin_timeout,2,198,0,1,1.0,0,2,CITI,classic,0.2854,whatsapp_nudge,1,1.46
case_057a69666aa8,merch_data_weave,cust_418992,b2b_saas,14563.83,technical_gateway_error,1,602,0,0,0.0,2,9,HDFC,corporate,0.1714,voice_call,1,0.26
case_05f3c1058b4a,merch_skill_core,cust_505971,education,1142.34,bank_downtime,1,541,3,2,0.4,5,9,HDFC,platinum,0.3897,incentive_link,0,
case_016519556935,merch_voyage_air,cust_980897,travel,891.99,upi_pin_timeout,2,135,0,0,0.0,4,5,AXIS,platinum,0.4353,no_action,0,
case_050b11366389,merch_quick_bite,cust_630012,food_delivery,637.86,upi_pin_timeout,3,558,4,1,0.2,2,4,HDFC,classic,0.9314,email,1,19.42
case_01e736d6044e,merch_style_kart,cust_213485,ecommerce,456.91,technical_gateway_error,1,113,3,2,0.4,5,3,AXIS,corporate,0.3948,voice_call,0,
case_03a671fd97fd,merch_fit_box,cust_108506,subscription,350.56,technical_gateway_error,1,61,3,1,0.25,4,9,AXIS,platinum,0.4181,no_action,0,
case_011b4d02b490,merch_urban_mart,cust_443191,ecommerce,4465.16,insufficient_funds,1,162,2,1,0.3333,3,3,HDFC,classic,0.2758,retry_only,0,
case_023290c265d9,merch_quick_bite,cust_315282,food_delivery,488.98,insufficient_funds,3,79,3,0,0.0,6,13,HDFC,classic,0.8462,email,0,
case_022d61b16763,merch_cloud_scale,cust_836821,b2b_saas,10898.4,upi_pin_timeout,1,3,2,1,0.3333,5,15,OTHER,rupay,0.1843,no_action,0,
case_0167d83930b9,merch_news_wire,cust_290951,subscription,667.29,insufficient_funds,4,49,0,0,0.0,4,4,ICICI,platinum,0.754,email,0,
case_0188b12bb894,merch_dev_stack,cust_478365,b2b_saas,5155.23,technical_gateway_error,1,465,2,1,0.3333,6,13,HDFC,corporate,0.4255,voice_call,0,
case_0519522c3ba7,merch_news_wire,cust_230984,subscription,939.21,upi_pin_timeout,2,210,2,0,0.0,1,11,SBI,classic,0.528,voice_call,0,
case_0332d77cc053,merch_urban_mart,cust_985364,ecommerce,365.55,insufficient_funds,1,18,2,2,0.5,6,7,CITI,classic,0.3648,whatsapp_nudge,1,0.31
case_00b71dd892f9,merch_blitz_retail,cust_804845,ecommerce,2078.52,authentication_failed,2,33,3,3,0.5,2,3,HDFC,upi_standard,0.661,whatsapp_nudge,0,
case_034576c4a82e,merch_voyage_air,cust_461858,travel,15527.17,authentication_failed,1,12,2,3,0.6,4,13,SBI,platinum,0.2098,email,0,
case_05e0bbd0528a,merch_stream_pass,cust_419769,subscription,800.75,technical_gateway_error,2,501,2,0,0.0,4,12,KOTAK,upi_standard,0.6577,retry_only,1,0.08
case_0495f6b174ac,merch_urban_mart,cust_842049,ecommerce,3953.64,user_cancelled_checkout,2,112,3,0,0.0,6,21,SBI,platinum,0.655,incentive_link,1,18.32
case_024b54653eb3,merch_fit_box,cust_196904,subscription,1197.25,bank_downtime,4,36,1,0,0.0,3,16,ICICI,classic,1.0,no_action,0,
case_0103d069745b,merch_urban_mart,cust_902664,ecommerce,5441.53,insufficient_funds,1,706,2,1,0.3333,0,23,HDFC,corporate,0.2912,whatsapp_nudge,0,
case_0547c781b17d,merch_urban_mart,cust_656222,ecommerce,1499.43,insufficient_funds,1,150,0,1,1.0,0,18,KOTAK,upi_standard,0.0215,incentive_link,1,1.34
case_05a33c925e7c,merch_dev_stack,cust_412379,b2b_saas,14318.3,upi_pin_timeout,1,247,2,1,0.3333,3,9,AXIS,platinum,0.3676,whatsapp_nudge,0,
case_0589983e9587,merch_chef_cart,cust_431576,food_delivery,202.4,authentication_failed,2,86,1,1,0.5,3,17,KOTAK,platinum,0.4273,email,0,
case_009e642d47dc,merch_edupath,cust_906194,education,2429.73,upi_pin_timeout,1,217,0,1,1.0,2,3,AXIS,platinum,0.0238,no_action,1,15.9
case_04f9ba935b9f,merch_game_loot,cust_663004,gaming,160.87,authentication_failed,2,375,1,0,0.0,1,6,AXIS,platinum,0.4237,voice_call,0,
case_05723fd87bab,merch_dev_stack,cust_164324,b2b_saas,9039.86,insufficient_funds,4,643,2,0,0.0,4,10,AXIS,classic,0.8345,voice_call,0,
case_0288bd0d56dd,merch_skytrip,cust_284870,travel,10984.51,upi_pin_timeout,2,187,2,0,0.0,0,6,KOTAK,platinum,0.5889,voice_call,0,
case_05cdd2d93840,merch_data_weave,cust_862552,b2b_saas,7020.98,insufficient_funds,2,468,2,0,0.0,4,18,SBI,classic,0.5054,voice_call,0,
case_0442b7d777ff,merch_nexus_quest,cust_680930,gaming,61.74,card_limit_exceeded,2,65,2,1,0.3333,3,1,ICICI,rupay,0.6136,no_action,0,
case_0133d0256859,merch_data_weave,cust_123222,b2b_saas,5185.17,insufficient_funds,1,224,1,0,0.0,0,2,KOTAK,classic,0.2225,voice_call,0,
case_0198ddf740e7,merch_fit_box,cust_604792,subscription,1281.69,authentication_failed,1,116,2,3,0.6,3,22,SBI,rupay,0.2517,voice_call,0,
case_0457531ac203,merch_voyage_air,cust_355064,travel,4956.24,insufficient_funds,1,702,4,0,0.0,2,15,AXIS,upi_standard,0.4736,email,0,
case_0511bddd4958,merch_skytrip,cust_974986,travel,7532.27,insufficient_funds,1,29,2,1,0.3333,6,16,SBI,classic,0.13,incentive_link,1,1.52
case_02b75fda69e6,merch_cloud_scale,cust_598531,b2b_saas,8874.56,insufficient_funds,1,128,0,0,0.0,2,13,ICICI,corporate,0.0485,voice_call,1,2.51
